sentence1,sentence2,label
想查一下还款记录,我还款记录良好啊,0
:怎么取消,取消分期付款,0
限制多少,活期的限额,1
刚刚来电话没接到,一次电话没有接到，之后没有再打了,1
更加手机号码,电脑上可以吗？,0
可以用微信钱包里的零钱还款吗,零钱不能还吗,1
不符合微众银行审批要求是什么意思,为什么我不能满足审批要求,1
怎么填写信息,如何核实信息,0
利息是怎么算的，比如贷二万利息是多少？,我要是就用一个月还了利息收多少,1
10月11日起七天免息，到10.17,7天免息领取资格,0
如何才能成为受邀请客户,为什么我qq里面有微信里没有微粒贷呢,0
是不是不能直接取现消费的阿,借款是否可以取现？,1
你好我想咨询一下，微粒贷如何可以借款，谢谢！,+我什么时候可以借钱,0
我的钱被盗了,我明明高价卖低价买却赔钱了,0
您好，我借款失败了，是什么原因呢？,我不是可以贷一千五吗我怎么申请失败,0
麻痹..微信支付流水那么大！没给老子邀请,还不如用支付宝去了,0
什么时候我才能邀请？,什么时候能邀请我做微粒贷客户啊,1
怎么通过综合评价？,既然是受邀客户还评估不够  矛盾不,0
可以现在给我打电话确认吗,多少时间打电话,0
可以更改还款日期ma,可以修改还款日期吗,1
罚息如何计算,罚息计算,1
我现在有一笔借款还需要还一次，我提前还清后额度会立即恢复嘛,我怎么贷不了款,0
有保障吗,安全性,1
如何修改自动还款银行卡,存微信红包可以扣款吗,0
什么时候可以开始贷款呢,我什么时候可以开始借钱？,1
一般申请后多久会来电话,我一直在等待电话确认,0
手机号码换了能借钱吗,你好，我在QQ上有微粒贷，但手机坏了，换了个手机，找不到图标了，是怎么回事,0
为何借不出来,为什么我借款不成功，几次了,1
您好，为什么会扣款失败呢，我卡上有钱的啊！,13号之内把钱存进去算违约吗,0
到底能不能提现,可全部提款吗？,1
刚才只是想点一下看看  可不可以取消贷款,我想取消借款怎么取消,0
我现在还有两千多没还完，如果我提前还款，我的额度会恢复吗,银行卡余额不足，微信零钱包有钱能还款吗？是否可以手动还款？,0
微米粒怎么用,请问卖座网电影票如何使用,0
为什么我借款它显示，身份信息多次输入错误，不能借款，但是我没有输错呀,怎么提示身份信息输入错误次数过多，无法借款。什么意思？,1
如何补充资料,填信息,1
要多久打电话通知,一般多久来电？,1
取消微迷贷,QQ里面微粒贷开通了怎么关闭,1
咋个我没有微粒贷,QQ钱包为什么没有,0
什么分秒到账骗子，还审核未通过？是我不要了？什么意思,电话审核要等多久,0
个人消费指哪些,人品值怎么查询,0
以前的卡掉了重新邦定一张卡怎样邦？,之前绑定的银行卡已注销,1
登不上了,怎么我的账号登陆不了？,1
不可以从微信钱包扣款吗？,不是微信钱包扣么,1
我的借款什么时候才到,一直审核,0
申请后。多久会打电话确认的？,回访电话要等多久？,1
你好 我想问一下 如果提前还款可以吗,你好，若提前还款，怎样计利息？,0
今天更新的银行卡为什么不能还款,还款后无法再贷？？？,0
我用其他卡还钱如何做,其它银行卡怎么手动还？,1
不可以从微信里还么？,你好，还款不能扣微信余额的吗,1
为什么总是下一步，支付过后下一步，验证码后依然还是下一步？,不知道为什么几分钟才收到验证码？,0
哦，还清了,我2-3月后全额还清可以吗？,0
提前还款可以再借吗,提前还清还能不能借？,1
微粒贷开通有什么要求,微粒贷怎么有资格开通,1
幾時開通,资金没有发放,0
Aqq哪里下载,APP下载地址,1
授权开通微粒贷,你好，微粒贷是不是现在处于邀请模式？,0
一般借款后多久会打电话过来,一般贷款后，银行多久打电话确认,1
我申请的20个月的，如果10个月的时候结清，后面的利息不算是吗？,由于存款较晚，何时扣除应交费用,0
开通需要什么条件,借款条件,0
为什么我显示综合评价没有通过,不符合审批是为什么,0
综合评估为何过不了,为什么还款后，在次借款，显示综合评分不足,0
为什么我开不了户呢,开不了户的？,1
先还4000可以不,11好还款怎么现在还没有扣,0
微信里不显示微粒贷是为什么,我微信上为什么没有微粒贷,1
延后一点点,中间有次逾期，会影响后面的借贷吗？,0
人家都使用了快一年了，没有碰到过转帐出错这种事，发生这种事可找谁？怎么找？,为什么说我的身份证号码不对,0
我修改好了，怎么还款？是等扣款还是可以自己还？,我修改后怎样主动还款,1
如果我借款厚分十期，但是还没到时间我就可以把本金还完，那还需要付利息吗？,使用几天就花几天的利息还是有固定期限,0
像开通,借款网站打不开,0
今天怎么不能登陆,为啥qq突然登录不了,1
我借几天,还款多久可以有额度,0
刚申请了贷款，取消吧,帮我取消掉刚才的借款,1
如何申请全部还清,一个月内可以还清吗？,0
我不要微粒贷,如何取消授权,0
怎么获得帐号,入口在哪,0
为什么我绑定银行卡没借钱这个功能,财付通绑定银行卡如何下载,0
我的借款什么时候才到,电话审核一般是什么时候,0
其它银行卡可以分期还款嘛,我可以用别的银行卡还行啊，那个是外地银行卡我不用了,1
如果我提前把微粒贷还清  可不可以在借,你好，请问提前还清，额度是及时回复的吗？我要多久可以再次申请,0
更改预留手机号码,更改了银行电话号码,1
为什么我不能还款？,为什么不能主动分期还款。,0
能现在取消申请借款,我刚申请借款可不可以取消,1
怎样开通我的怎么没有提示,我要取消,0
怎么获得名额,受邀请条件,1
QQ钱包怎么找不到？,如何成为邀请的客人,0
我的还款银行卡掉了补了一张怎么改,更换还款银行，如何修改,1
自动降额度？,我要降低额度怎么操作,0
手机绑定号码更改,怎么更换手机号,1
19日还款日，今天扣款，征信报告不会有逾期记录吧,27号是还款日，28号还，这样是逾期吗，会上征信吗,1
想问我还了钱，微粒贷干嘛没有了,"我这微信以前有微粒贷,后面手机维修回来了就没有了",1
为什么说我身份证输入多次啊,客服要身份证,0
什么时候可以第二次借款,一人最多能贷几次款,0
我是与人工联系了的，说是我提出申请可以提供结清证明,可以一个月还清吗,0
一键开通,1.没有微粒货可以申请吗,0
你是什么做的,为什么买金和卖金价格不一样？,0
1.看不到微粒贷图标,"2,如何借款",0
iPhone7是行货还是港版？,iPhone7支持什么网,0
为什么这两天验证码收不到，或者不及时啊,为什么微信支付验证码迟迟发不过来,1
借款期限是多久,分期付款可以?,0
为什么总是提示审核未通过,是什么原因借贷不成功,0
微信上怎么才会有微粒贷啊，,客服,0
你好，借贷失败，什么原因没有显示,借款失败什么情况,1
何时给我名额,我借到没,0
你好如何升额,如何提升额多,1
我以前的电话号码不用了，要咋更改？,手机预留电话停用，刚去银行更换了手机号码，还是原来那个手机号码,0
可以出个结清证明不？,我需要还款结清证明,1
咋不开放,怎么不能贷款 页面没有显示怎么办,0
我手机里没有开通微粒贷,为什么我申请时出现身份信息输入错误次数过多,0
怎么我不能通过,怎么说我通过不了,1
开通了微粒贷，为什么没有额度,为什么信用额度显示是193000，只能借款19000,0
怎么注销这个系统呢？,怎么关闭了我的微粒,1
开通不,开通下微粒贷,1
我这号没这功能的,怎么我没这个功能,1
会不会危险,你好 能收到我的信息吗,0
1500是多少息一天,一千元日利息多少钱,1
没有此业务啊,怎样取消借款,0
没有按时还款怎么办,我的银行卡丢了，换了张卡，你们扣款不成功,0
为什么不通过借款审核,为何提示我审核不过,1
如何修改还款卡号,如何更改还款计划,0
为什么手机打不开,但是我这个手机没有这个吗,1
不好意思哈，手机设置的有拦截,不好意思，刚有事，没带手机。,1
你好怎么没有扣款成功,你好 自动扣款失败了 怎么处理？,1
结清证明进度,还款凭证,0
一直未到账,借了一笔微粒贷成功后可以连着申请第二笔吗,0
今天我把所有的欠款提前还清额度还会实时回复吗？,3提前还款,0
借款多久到账,等待电话时间,0
我的微粒贷还款都是提前还清的，现在借款老是不能通过,我提前还款后多久才可以再次贷款,1
你妈的，等到什么时候，还等个鸡巴啊,我可以推迟几天还款吗,0
手机不能登录,App无法登入,1
我的微信微粒贷入口怎么都不见了？,微粒贷选择的客户怎么会突然不见了呢,0
怎样关闭微粒,怎样取消微粒货,1
为何会申请失败，消失信息非法,如何进行身份证认证,0
我是想问日利率是多少,微粒贷的日利率可以降低点吗？,0
你好，我要更改绑定银行卡！,以前绑定的银行卡已经过期，现怎样重新绑定其他的银行片,1
为什么综合考评过不了,为何综合评分不够？又有微粒贷看到？,1
以通过，就是钱没到位,今日到账,0
你好！借款期限最少5期吗？,你好可以延迟点还款吗？这个期限有点不方便,0
我能借钱么,能帮忙借点钱吗,1
我每月银行流水二到十万，可以优先受邀吗,我今天还款,0
我这显示可借5000，但为什么借款失败,为什么我借钱是输入的身份信息都正确，为什么会显示输入错误次数过多,0
还是登陆不了。错误码3101,登录不了 错误代码110404,1
为什么我的审核资料还没打电话,请问用工行储蓄卡还款每日的限额是多少,0
我用别的银行卡还款是不是不可以？我昨天存了一笔3255元，因为捆绑卡扣款反复失败，无奈我只能去柜台存在你们的深圳银行，现在怎么办？,用其他銀行卡怎麼还,0
0.05是怎么算的,10万20期总利息是多少？,0
原农行卡意外折断，能否重新绑定,你好我银行捆绑卡的联系号码已经变更，为何客服验证还是给我原来取消的预留号码打电话验证？,0
